tile_zoom,tile_x,tile_y,fid,au_ID_concatenated,au_country,au_level1,au_level2,b_ADM1_PCODE,b_ADM2_PCODE,b_ADM1_ES,b_ADM2_ES,b_ADM1_PT,b_ADM2_PT,au_area_km2,au_population,au_invest_with_presence,au_no_info,grupo_EMC,grupo_EMBF,grupo_ELN,grupo_CDF_AGC,grupo_Seg_Marquetalia,grupo_Los_Lobos,grupo_Los_Choneros,grupo_CV,grupo_PCC,grupo_Others,total_grupos_presentes,grupos_detalle_ES,grupos_detalle_PT,grupos_detalle_EN
6,22,34,362,tocantins-ponte_alta_do_bom_jesus,Brasil,Tocantins,Ponte Alta do Bom Jesus,BR17,BR1717800,,,Tocantins,Ponte Alta do Bom Jesus,1718.04,4280,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,448,tocantins-ponte_alta_do_tocantins,Brasil,Tocantins,Ponte Alta do Tocantins,BR17,BR1717909,,,Tocantins,Ponte Alta do Tocantins,6480.28,7874,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,33,358,tocantins-porto_alegre_do_tocantins,Brasil,Tocantins,Porto Alegre do Tocantins,BR17,BR1718006,,,Tocantins,Porto Alegre do Tocantins,501.97,2960,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,436,tocantins-porto_nacional,Brasil,Tocantins,Porto Nacional,BR17,BR1718204,,,Tocantins,Porto Nacional,4441.55,69551,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,25,tocantins-praia_norte,Brasil,Tocantins,Praia Norte,BR17,BR1718303,,,Tocantins,Praia Norte,301.14,9552,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,413,tocantins-presidente_kennedy,Brasil,Tocantins,Presidente Kennedy,BR17,BR1718402,,,Tocantins,Presidente Kennedy,771.79,3016,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,444,tocantins-pugmil,Brasil,Tocantins,Pugmil,BR17,BR1718451,,,Tocantins,Pugmil,401.99,2223,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,403,tocantins-recursolandia,Brasil,Tocantins,Recursolândia,BR17,BR1718501,,,Tocantins,Recursolândia,2216.03,3454,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,423,tocantins-riachinho,Brasil,Tocantins,Riachinho,BR17,BR1718550,,,Tocantins,Riachinho,517.44,4029,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,454,tocantins-rio_sono,Brasil,Tocantins,Rio Sono,BR17,BR1718758,,,Tocantins,Rio Sono,6353.24,4718,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,361,tocantins-rio_da_conceicao,Brasil,Tocantins,Rio da Conceição,BR17,BR1718659,,,Tocantins,Rio da Conceição,840.51,1827,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,466,tocantins-rio_dos_bois,Brasil,Tocantins,Rio dos Bois,BR17,BR1718709,,,Tocantins,Rio dos Bois,847.07,2845,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,30,tocantins-sampaio,Brasil,Tocantins,Sampaio,BR17,BR1718808,,,Tocantins,Sampaio,222.51,4397,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,34,485,tocantins-sandolandia,Brasil,Tocantins,Sandolândia,BR17,BR1718840,,,Tocantins,Sandolândia,3535.46,3900,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,417,tocantins-santa_fe_do_araguaia,Brasil,Tocantins,Santa Fé do Araguaia,BR17,BR1718865,,,Tocantins,Santa Fé do Araguaia,1671.35,7533,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,478,tocantins-santa_maria_do_tocantins,Brasil,Tocantins,Santa Maria do Tocantins,BR17,BR1718881,,,Tocantins,Santa Maria do Tocantins,1407.84,2716,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,438,tocantins-santa_rita_do_tocantins,Brasil,Tocantins,Santa Rita do Tocantins,BR17,BR1718899,,,Tocantins,Santa Rita do Tocantins,3274.99,2299,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,33,346,tocantins-santa_rosa_do_tocantins,Brasil,Tocantins,Santa Rosa do Tocantins,BR17,BR1718907,,,Tocantins,Santa Rosa do Tocantins,1801.92,4799,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,450,tocantins-santa_tereza_do_tocantins,Brasil,Tocantins,Santa Tereza do Tocantins,BR17,BR1719004,,,Tocantins,Santa Tereza do Tocantins,542.25,2907,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,20,tocantins-santa_terezinha_do_tocantins,Brasil,Tocantins,Santa Terezinha do Tocantins,BR17,BR1720002,,,Tocantins,Santa Terezinha do Tocantins,273.03,2461,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,347,tocantins-silvanopolis,Brasil,Tocantins,Silvanópolis,BR17,BR1720655,,,Tocantins,Silvanópolis,1253.35,5259,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,34,356,tocantins-sucupira,Brasil,Tocantins,Sucupira,BR17,BR1720853,,,Tocantins,Sucupira,1019.8,1591,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,33,tocantins-sao_bento_do_tocantins,Brasil,Tocantins,São Bento do Tocantins,BR17,BR1720101,,,Tocantins,São Bento do Tocantins,1105.75,6004,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,457,tocantins-sao_felix_do_tocantins,Brasil,Tocantins,São Félix do Tocantins,BR17,BR1720150,,,Tocantins,São Félix do Tocantins,1909.18,1897,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,26,tocantins-sao_miguel_do_tocantins,Brasil,Tocantins,São Miguel do Tocantins,BR17,BR1720200,,,Tocantins,São Miguel do Tocantins,407.46,14116,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,34,258,tocantins-sao_salvador_do_tocantins,Brasil,Tocantins,São Salvador do Tocantins,BR17,BR1720259,,,Tocantins,São Salvador do Tocantins,1424.46,2356,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,44,tocantins-sao_sebastiao_do_tocantins,Brasil,Tocantins,São Sebastião do Tocantins,BR17,BR1720309,,,Tocantins,São Sebastião do Tocantins,288.53,4182,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,33,345,tocantins-sao_valerio,Brasil,Tocantins,São Valério,BR17,BR1720499,,,Tocantins,São Valério,2520.67,4554,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,6,tocantins-sitio_novo_do_tocantins,Brasil,Tocantins,Sítio Novo do Tocantins,BR17,BR1720804,,,Tocantins,Sítio Novo do Tocantins,304.0,11446,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,462,tocantins-tabocao,Brasil,Tocantins,Tabocão,BR17,BR1708254,,,Tocantins,Tabocão,624.19,3741,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,34,276,tocantins-taguatinga,Brasil,Tocantins,Taguatinga,BR17,BR1720903,,,Tocantins,Taguatinga,2341.69,14199,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,2,Primeiro Comando da Capital (PCC) | Amigos do Estado (ADE),Primeiro Comando da Capital (PCC) | Amigos do Estado (ADE),Primeiro Comando da Capital (PCC) | Amigos do Estado (ADE)
6,22,34,359,tocantins-taipas_do_tocantins,Brasil,Tocantins,Taipas do Tocantins,BR17,BR1720937,,,Tocantins,Taipas do Tocantins,1106.75,2092,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,34,266,tocantins-talisma,Brasil,Tocantins,Talismã,BR17,BR1720978,,,Tocantins,Talismã,2154.54,2505,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,14,tocantins-tocantinopolis,Brasil,Tocantins,Tocantinópolis,BR17,BR1721208,,,Tocantins,Tocantinópolis,1083.43,23225,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,479,tocantins-tocantinia,Brasil,Tocantins,Tocantínia,BR17,BR1721109,,,Tocantins,Tocantínia,2605.33,7802,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,1,Primeiro Comando da Capital (PCC),Primeiro Comando da Capital (PCC),Primeiro Comando da Capital (PCC)
6,22,32,477,tocantins-tupirama,Brasil,Tocantins,Tupirama,BR17,BR1721257,,,Tocantins,Tupirama,707.51,2024,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,414,tocantins-tupiratins,Brasil,Tocantins,Tupiratins,BR17,BR1721307,,,Tocantins,Tupiratins,895.07,1886,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,408,tocantins-wanderlandia,Brasil,Tocantins,Wanderlândia,BR17,BR1722081,,,Tocantins,Wanderlândia,1363.8,10734,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,22,32,424,tocantins-xambioa,Brasil,Tocantins,Xambioá,BR17,BR1722107,,,Tocantins,Xambioá,1186.42,10636,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,2,Comando Vermelho (CV) | Primeiro Comando da Capital (PCC),Comando Vermelho (CV) | Primeiro Comando da Capital (PCC),Comando Vermelho (CV) | Primeiro Comando da Capital (PCC)
6,18,32,889,amazonas-el_encanto,Colombia,Amazonas,El Encanto,CO91,CO91263,Amazonas,El Encanto,,,10890.97,2225,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,2,Comandos de la Frontera | EMC: Carolina Ramirez,Comandos de la Frontera | EMC: Carolina Ramirez,Comandos de la Frontera | EMC: Carolina Ramirez
6,18,32,890,amazonas-la_chorrera,Colombia,Amazonas,La Chorrera,CO91,CO91405,Amazonas,La Chorrera,,,12719.23,3156,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,2,EMBF: Frente Raúl Reyes | EMC: Carolina Ramirez | EMC: Frente 1,EMBF: Frente Raúl Reyes | EMC: Carolina Ramirez | EMC: Frente 1,EMBF: Frente Raúl Reyes | EMC: Carolina Ramirez | EMC: Frente 1
6,18,32,899,amazonas-la_pedrera,Colombia,Amazonas,La Pedrera,CO91,CO91407,Amazonas,La Pedrera,,,13599.58,4097,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,1,EMC: Frente Jhonier Arenas | EMC: Carolina Ramirez,EMC: Frente Jhonier Arenas | EMC: Carolina Ramirez,EMC: Frente Jhonier Arenas | EMC: Carolina Ramirez
6,18,30,892,amazonas-la_victoria,Colombia,Amazonas,La Victoria,CO91,CO91430,Amazonas,La Victoria,,,1428.91,682,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,1,EMC: Carolina Ramirez,EMC: Carolina Ramirez,EMC: Carolina Ramirez
6,18,32,834,amazonas-leticia,Colombia,Amazonas,Leticia,CO91,CO91001,Amazonas,Leticia,,,6151.72,53670,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,SI,3,Comandos de la Frontera | EMC: Carolina Ramirez | Los Caqueteños,Comandos de la Frontera | EMC: Carolina Ramirez | Los Caqueteños,Comandos de la Frontera | EMC: Carolina Ramirez | Los Caqueteños
6,18,31,891,amazonas-miriti_-_parana,Colombia,Amazonas,Mirití - Paraná,CO91,CO91460,Amazonas,Mirití - Paraná,,,16823.43,2084,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,1,EMC: Carolina Ramirez | EMC: Frente Jhonier Arenas,EMC: Carolina Ramirez | EMC: Frente Jhonier Arenas,EMC: Carolina Ramirez | EMC: Frente Jhonier Arenas
6,18,32,893,amazonas-puerto_alegria,Colombia,Amazonas,Puerto Alegría,CO91,CO91530,Amazonas,Puerto Alegría,,,8493.66,795,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,2,Comandos de la Frontera | EMC: Carolina Ramirez,Comandos de la Frontera | EMC: Carolina Ramirez,Comandos de la Frontera | EMC: Carolina Ramirez
6,18,32,894,amazonas-puerto_arica,Colombia,Amazonas,Puerto Arica,CO91,CO91536,Amazonas,Puerto Arica,,,13754.36,1080,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,2,Comandos de la Frontera | EMC: Carolina Ramirez,Comandos de la Frontera | EMC: Carolina Ramirez,Comandos de la Frontera | EMC: Carolina Ramirez
6,18,32,835,amazonas-puerto_narino,Colombia,Amazonas,Puerto Nariño,CO91,CO91540,Amazonas,Puerto Nariño,,,1503.22,11375,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,SI,3,Comandos de la Frontera | EMC: Carolina Ramirez | Los Caqueteños,Comandos de la Frontera | EMC: Carolina Ramirez | Los Caqueteños,Comandos de la Frontera | EMC: Carolina Ramirez | Los Caqueteños
6,18,32,895,amazonas-puerto_santander,Colombia,Amazonas,Puerto Santander,CO91,CO91669,Amazonas,Puerto Santander,,,14709.35,1860,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,2,EMBF: Jorge Briceño Suarez | EMC: Carolina Ramirez | EMC: Frente 1 del Bloque Amazonas (Iván Mordisco),EMBF: Jorge Briceño Suarez | EMC: Carolina Ramirez | EMC: Frente 1 do Bloque Amazonas (Iván Mordisco),EMBF: Jorge Briceño Suarez | EMC: Carolina Ramirez | EMC: Frente 1 of the Bloque Amazonas (Iván Mordisco)
6,18,32,904,amazonas-tarapaca,Colombia,Amazonas,Tarapacá,CO91,CO91798,Amazonas,Tarapacá,,,9149.15,4033,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,SI,3,Comandos de la Frontera | EMC: Carolina Ramirez | Los Caqueteños,Comandos de la Frontera | EMC: Carolina Ramirez | Los Caqueteños,Comandos de la Frontera | EMC: Carolina Ramirez | Los Caqueteños
6,18,30,1312,caqueta-albania,Colombia,Caquetá,Albania,CO18,CO18029,Caquetá,Albania,,,413.71,4835,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,18,30,1306,caqueta-belen_de_los_andaquies,Colombia,Caquetá,Belén de los Andaquíes,CO18,CO18094,Caquetá,Belén de los Andaquíes,,,1190.44,11403,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,2,Comandos de la Frontera | Segunda Marquetalia,Comandos de la Frontera | Segunda Marquetalia,Comandos de la Frontera | Segunda Marquetalia
6,18,30,884,caqueta-cartagena_del_chaira,Colombia,Caquetá,Cartagena del Chairá,CO18,CO18150,Caquetá,Cartagena del Chairá,,,12784.71,32456,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,2,EMBF: Rodrigo Cadete y Arturo Ruiz (Calarcá) | EMC: Carolina Ramirez | EMC: Bloque Amazonas (Iván Mordisco),EMBF: Rodrigo Cadete y Arturo Ruiz (Calarcá) | EMC: Carolina Ramirez | EMC: Bloque Amazonas (Iván Mordisco),EMBF: Rodrigo Cadete and Arturo Ruiz (Calarcá) | EMC: Carolina Ramirez | EMC: Bloque Amazonas (Iván Mordisco)
6,18,30,1309,caqueta-curillo,Colombia,Caquetá,Curillo,CO18,CO18205,Caquetá,Curillo,,,402.92,7807,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,1,Comandos de la Frontera,Comandos de la Frontera,Comandos de la Frontera
6,18,30,860,caqueta-el_doncello,Colombia,Caquetá,El Doncello,CO18,CO18247,Caquetá,El Doncello,,,1105.65,19860,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,1,EMBF: Frente Rodrigo Cadete,EMBF: Frente Rodrigo Cadete,EMBF: Frente Rodrigo Cadete
6,18,30,858,caqueta-el_paujil,Colombia,Caquetá,El Paujíl,CO18,CO18256,Caquetá,El Paujíl,,,1234.22,18896,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,1,EMBF: Frente Rodrigo Cadete,EMBF: Frente Rodrigo Cadete,EMBF: Frente Rodrigo Cadete
6,18,30,859,caqueta-florencia,Colombia,Caquetá,Florencia,CO18,CO18001,Caquetá,Florencia,,,2545.92,186497,SI,NO,SI,SI,NO,NO,SI,NO,NO,NO,NO,NO,3,EMBF: Frente Rodrigo Cadete | EMC: Carolina Ramírez | Segunda Marquetalia (Alfonso Cano),EMBF: Frente Rodrigo Cadete | EMC: Carolina Ramírez | Segunda Marquetalia (Alfonso Cano),EMBF: Frente Rodrigo Cadete | EMC: Carolina Ramírez | Segunda Marquetalia (Alfonso Cano)
6,18,30,861,caqueta-la_montanita,Colombia,Caquetá,La Montañita,CO18,CO18410,Caquetá,La Montañita,,,1700.35,15448,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,1,EMBF: Frente Rodrigo Cadete,EMBF: Frente Rodrigo Cadete,EMBF: Frente Rodrigo Cadete
6,18,30,1310,caqueta-milan,Colombia,Caquetá,Milán,CO18,CO18460,Caquetá,Milán,,,1219.93,10250,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,1,EMBF: Frente Rodrigo Cadete,EMBF: Frente Rodrigo Cadete,EMBF: Frente Rodrigo Cadete
6,18,30,862,caqueta-morelia,Colombia,Caquetá,Morelia,CO18,CO18479,Caquetá,Morelia,,,462.12,3805,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,,,
6,18,30,864,caqueta-puerto_rico,Colombia,Caquetá,Puerto Rico,CO18,CO18592,Caquetá,Puerto Rico,,,4145.12,27430,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,1,EMBF: Frente Rodrigo Cadete e Ivan Diaz,EMBF: Frente Rodrigo Cadete e Ivan Diaz,EMBF: Frente Rodrigo Cadete e Ivan Diaz
6,18,30,1317,caqueta-san_jose_del_fragua,Colombia,Caquetá,San José del Fragua,CO18,CO18610,Caquetá,San José del Fragua,,,1303.11,13270,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,1,Comandos de la Frontera,Comandos de la Frontera,Comandos de la Frontera
6,18,30,883,caqueta-san_vicente_del_caguan,Colombia,Caquetá,San Vicente del Caguán,CO18,CO18753,Caquetá,San Vicente del Caguán,,,17463.32,52672,SI,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,2,"EMBF: Frente Rodrigo Cadete, Ivan Diaz y Arturo Ruiz | Segunda Marquetalia","EMBF: Frente Rodrigo Cadete, Ivan Diaz e Arturo Ruiz | Segunda Marquetalia","EMBF: Frente Rodrigo Cadete, Ivan Diaz e Arturo Ruiz | Segunda Marquetalia"
6,18,30,882,caqueta-solano,Colombia,Caquetá,Solano,CO18,CO18756,Caquetá,Solano,,,42289.94,10837,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,2,EMBF: Rodrigo Cadete y Raúl Reyes | EMC: Carolina Ramírez | EMC: Bloque Amazonas (Iván Mordisco),EMBF: Rodrigo Cadete e Raúl Reyes | EMC: Carolina Ramírez | EMC: Bloque Amazonas (Iván Mordisco),EMBF: Rodrigo Cadete e Raúl Reyes | EMC: Carolina Ramírez | EMC: Bloque Amazonas (Iván Mordisco)
6,18,30,1263,caqueta-solita,Colombia,Caquetá,Solita,CO18,CO18785,Caquetá,Solita,,,476.57,6412,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,1,Comandos de la Frontera,Comandos de la Frontera,Comandos de la Frontera
6,18,30,1265,caqueta-valparaiso,Colombia,Caquetá,Valparaíso,CO18,CO18860,Caquetá,Valparaíso,,,1329.22,7163,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,1,EMBF: Frente Raúl Reyes,EMBF: Frente Raúl Reyes,EMBF: Frente Raúl Reyes
6,18,30,1240,guainia-barrancominas,Colombia,Guainía,Barrancominas,CO94,CO94343,Guainía,Barrancominas,,,9404.19,11709,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,3,ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia a través del Frente 53 (Edison Romaña) | Segunda Marquetalia (Arrecifal),ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia através da Frente 53 (Edison Romaña) | Segunda Marquetalia (Arrecifal),ELN through Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia through Frente 53 (Edison Romaña) | Segunda Marquetalia (Arrecifal)
6,18,30,870,guainia-cacahual,Colombia,Guainía,Cacahual,CO94,CO94886,Guainía,Cacahual,,,2305.36,914,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,3,ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia a través del Frente 53 (Edison Romaña),ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia através da Frente 53 (Edison Romaña),ELN through Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia through Frente 53 (Edison Romaña)
6,18,30,869,guainia-inirida,Colombia,Guainía,Inírida,CO94,CO94001,Guainía,Inírida,,,15815.46,39735,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,SI,4,EGC: Ejército Gaitanista de Colombia | ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia a través del Frente 53 (Edison Romaña),EGC: Ejército Gaitanista de Colombia | ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia através da Frente 53 (Edison Romaña),EGC: Ejército Gaitanista de Colombia | ELN through Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia through Frente 53 (Edison Romaña)
6,20,30,902,guainia-la_guadalupe,Colombia,Guainía,La Guadalupe,CO94,CO94885,Guainía,La Guadalupe,,,1160.87,319,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,3,EMC: Bloque Amazonas (Iván Mordisco) | ELN a través del Frente Jorge Daniel Perez Carrero | Segunda Marquetalia a través del Frente 53 (Edison Romaña),EMC: Bloque Amazonas (Iván Mordisco) | ELN a través del Frente Jorge Daniel Perez Carrero | Segunda Marquetalia a través del Frente 53 (Edison Romaña),EMC: Bloque Amazonas (Iván Mordisco) | ELN through Frente Jorge Daniel Perez Carrero | Segunda Marquetalia through Frente 53 (Edison Romaña)
6,18,30,874,guainia-mapiripana,Colombia,Guainía,Mapiripana,CO94,CO94663,Guainía,Mapiripana,,,4905.98,0,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,3,ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Estado Mayor Central | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia a través del Frente 53 (Edison Romaña),ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Estado Mayor Central | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia através da Frente 53 (Edison Romaña),ELN through Frente Jorge Daniel Perez Carrero | EMC: Estado Mayor Central | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia through Frente 53 (Edison Romaña)
6,18,30,868,guainia-morichal,Colombia,Guainía,Morichal,CO94,CO94888,Guainía,Morichal,,,8507.82,1067,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,3,ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia a través del Frente 53 (Edison Romaña),ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia através da Frente 53 (Edison Romaña),ELN through Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia through Frente 53 (Edison Romaña)
6,18,30,866,guainia-pana_pana,Colombia,Guainía,Pana Pana,CO94,CO94887,Guainía,Pana Pana,,,10149.48,2011,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,3,ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia a través del Frente 53 (Edison Romaña),ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia através da Frente 53 (Edison Romaña),ELN through Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia through Frente 53 (Edison Romaña)
6,18,30,867,guainia-puerto_colombia,Colombia,Guainía,Puerto Colombia,CO94,CO94884,Guainía,Puerto Colombia,,,15535.04,1983,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,3,ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia a través del Frente 53 (Edison Romaña),ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia através da Frente 53 (Edison Romaña),ELN through Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia through Frente 53 (Edison Romaña)
6,18,30,871,guainia-san_felipe,Colombia,Guainía,San Felipe,CO94,CO94883,Guainía,San Felipe,,,2885.84,1968,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,3,ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia a través del Frente 53 (Edison Romaña),ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia através da Frente 53 (Edison Romaña),ELN a través del Frente Jorge Daniel Perez Carrero | EMC: Bloque Amazonas (Iván Mordisco) | Segunda Marquetalia through Frente 53 (Edison Romaña)
6,18,30,887,guaviare-calamar,Colombia,Guaviare,Calamar,CO95,CO95015,Guaviare,Calamar,,,13551.46,9885,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,2,EMBF: Bloque Jorge Suarez Briceño (Calarcá) | EMC: Bloque Amazonas (Iván Mordisco),EMBF: Bloque Jorge Suarez Briceño (Calarcá) | EMC: Bloque Amazonas (Iván Mordisco),EMBF: Bloque Jorge Suarez Briceño (Calarcá) | EMC: Bloque Amazonas (Iván Mordisco)
6,18,30,878,guaviare-el_retorno,Colombia,Guaviare,El Retorno,CO95,CO95025,Guaviare,El Retorno,,,12415.51,13292,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,1,EMC: Bloque Amazonas (Iván Mordisco),EMC: Bloque Amazonas (Iván Mordisco),EMC: Bloque Amazonas (Iván Mordisco)
